accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0.9189136028289795,0.20335204899311066,0.917153000831604,0.9210206270217896,0.946966826915741,0.1358392983675003,0.9646354913711548,0.9279579520225525
0.9459483623504639,0.1380428522825241,0.9456447958946228,0.9462869167327881,0.9519283175468445,0.12217851728200912,0.9685338735580444,0.9342116117477417
0.9516841173171997,0.12435659766197205,0.952070951461792,0.9512543678283691,0.9557223320007324,0.11429595202207565,0.964319109916687,0.9464687705039978
0.9538997411727905,0.11688986420631409,0.9528308510780334,0.9550782442092896,0.9581822156906128,0.10922274738550186,0.9490112662315369,0.9683982133865356
0.9562941193580627,0.11067145317792892,0.9555119276046753,0.9571510553359985,0.9591827988624573,0.10486742109060287,0.9620741605758667,0.9560577273368835
0.9565442800521851,0.10795670002698898,0.9553393125534058,0.9578657746315002,0.9613925218582153,0.10471475124359131,0.9595548510551453,0.9633952975273132
0.9602072834968567,0.10289817303419113,0.9585840702056885,0.9619755744934082,0.9610173106193542,0.1028830036520958,0.9548371434211731,0.967814564704895
0.961207926273346,0.10059629380702972,0.9594830274581909,0.9630833864212036,0.9608088135719299,0.10253670811653137,0.9688640236854553,0.9522221088409424
0.9610292315483093,0.09802967309951782,0.9585866332054138,0.9636909365653992,0.9629351496696472,0.1019931510090828,0.9651474356651306,0.9605603218078613
0.9619226455688477,0.09527352452278137,0.9588554501533508,0.9652633666992188,0.9602251648902893,0.10758315771818161,0.9767642617225647,0.9428833723068237
